symbol,company,sector,market_cap_billions,date,close_price,daily_return_pct,volume_millions,volatility_pct,ma_7,ma_30,performance_category,risk_category
DELL,Dell Technologies Inc.,Technology,82.620063744,2025-06-04,112.2411880493164,0.71491910830288,4.5362,920.0053465918014,111.73468889508928,103.52415771484377,Up,High Risk
IBM,International Business Machines,Technology,226.815557632,2025-06-04,263.7368469238281,0.12065969748302,2.5886,1160.188357506441,260.50157383510043,251.5706471761068,Up,High Risk
INTC,Intel Corporation,Technology,106.579460096,2025-06-04,20.25,-0.19714595230368998,71.1665,73.7649332087152,20.142857142857142,20.700999959309897,Down,High Risk
AMD,Advanced Micro Devices,Technology,263.9224832,2025-06-04,118.58000183105467,1.08260531829489,31.025,860.1793580301085,114.52857099260602,106.81199951171877,Up,High Risk
NVDA,NVIDIA Corporation,Technology,4239.080554496,2025-06-04,141.91014099121094,0.49568035619135997,167.1208,1238.6649639665452,137.86899893624442,124.68767522176108,Up,High Risk
QCOM,Qualcomm Incorporated,Technology,173.42767104,2025-06-04,148.16000366210938,0.07385612669861,7.1438,463.5361141922944,146.8876473563058,146.30945383707683,Up,High Risk
SONY,Sony Group Corporation,Technology,166.666354688,2025-06-04,26.670000076293945,-0.37355390272593,3.2898,73.41678883596707,26.59714262826102,25.458000055948894,Down,High Risk
GOOGL,Alphabet Inc.,Communication Services,2578.2976512,2025-06-04,167.8468017578125,1.12528457553704,26.9008,589.2355219493955,170.09693690708704,163.51504872639973,Up,High Risk
AMZN,Amazon.com Inc.,Consumer Cyclical,2442.26195456,2025-06-04,207.22999572753903,0.7388989179248401,29.9156,952.3445660428043,205.86285618373327,197.95099995930988,Up,High Risk
TSLA,Tesla Inc.,Consumer Cyclical,1076.855177216,2025-06-04,332.04998779296875,-3.5495400733921696,98.9121,3397.7042916166815,349.0985674176897,315.8480016072591,Strong Down,High Risk
META,Meta Platforms Inc.,Communication Services,1855.717900288,2025-06-04,687.4210815429688,3.1641335242235504,14.0319,4520.327907897213,657.2286028180804,613.4223510742188,Strong Up,High Risk
LNVGY,Lenovo Group Limited,Technology,17.775878144,2025-06-05,22.551637649536133,1.26361627038271,0.0631,111.88968077354487,22.486482892717635,23.28200969696045,Up,High Risk
AAPL,Apple Inc.,Technology,3445.050310656,2025-06-05,200.40257263183597,-1.07977408054142,55.1261,574.7244261907892,201.14885820661272,204.4209518432617,Down,High Risk
MSFT,Microsoft Corporation,Technology,3766.312763392,2025-06-05,466.9124145507813,0.8213496477298801,20.1317,2488.441382449013,461.0834437779018,439.7887359619141,Up,High Risk
HPQ,HP Inc.,Technology,26.676396032,2025-06-05,24.42072486877441,-1.9062761783243498,12.25,158.99424492702252,25.0308895111084,26.4020658493042,Down,High Risk
DELL,Dell Technologies Inc.,Technology,82.620063744,2025-06-05,111.36477661132812,-0.78082872537237,5.435,887.110515967745,111.4259512765067,104.276416015625,Down,High Risk
IBM,International Business Machines,Technology,226.815557632,2025-06-05,265.0678405761719,0.5046673105666399,2.6584,1171.6239229730877,261.01666259765625,252.3322560628255,Up,High Risk
INTC,Intel Corporation,Technology,106.579460096,2025-06-05,19.989999771118164,-1.28395174756462,72.4584,74.88121598626672,20.062857219151088,20.68099994659424,Down,High Risk
AMD,Advanced Micro Devices,Technology,263.9224832,2025-06-05,115.69000244140624,-2.4371726640432403,34.091,816.5392151561728,114.69000026157924,107.65533294677736,Strong Down,High Risk
NVDA,NVIDIA Corporation,Technology,4239.080554496,2025-06-05,139.98028564453125,-1.3599136278775201,231.3979,1196.78527263922,138.51038469587053,125.93025588989258,Down,High Risk
QCOM,Qualcomm Incorporated,Technology,173.42767104,2025-06-05,147.55999755859375,-0.40497171212547,5.6055,446.38100742042985,146.86157444545202,146.5740768432617,Down,High Risk
SONY,Sony Group Corporation,Technology,166.666354688,2025-06-05,26.32999992370605,-1.27484121340556,4.1735,74.27746472619346,26.56428555079869,25.506000073750812,Down,High Risk
GOOGL,Alphabet Inc.,Communication Services,2578.2976512,2025-06-05,168.00662231445312,0.09521811256865,36.3791,572.8874164502537,169.42774963378906,163.94319712320964,Up,High Risk
AMZN,Amazon.com Inc.,Consumer Cyclical,2442.26195456,2025-06-05,207.91000366210935,0.32814165352026,51.8642,910.3709111934506,206.13285609654017,198.86133321126303,Up,High Risk
TSLA,Tesla Inc.,Consumer Cyclical,1076.855177216,2025-06-05,284.70001220703125,-14.25989378908212,287.4998,3225.5150492204316,337.9285670689174,316.98000183105466,Strong Down,High Risk
META,Meta Platforms Inc.,Communication Services,1855.717900288,2025-06-05,684.0936279296875,-0.48404881703838004,13.0831,4339.083121012126,663.2668108258929,618.8964721679688,Down,High Risk
LNVGY,Lenovo Group Limited,Technology,17.775878144,2025-06-06,22.67778778076172,0.55938346113051,0.0306,109.10374884320608,22.50311824253627,23.310474268595375,Up,High Risk
AAPL,Apple Inc.,Technology,3445.050310656,2025-06-06,203.68882751464844,1.6398266946651099,46.6077,571.149490409492,201.6482914515904,204.28187255859376,Up,High Risk
MSFT,Microsoft Corporation,Technology,3766.312763392,2025-06-06,469.6080017089844,0.57732180044871,15.2856,2327.921411344744,462.94039045061385,442.577143351237,Up,High Risk
HPQ,HP Inc.,Technology,26.676396032,2025-06-06,24.89529800415039,1.94332124834997,12.43,159.45357654694544,24.74558094569615,26.39712238311768,Up,High Risk
DELL,Dell Technologies Inc.,Technology,82.620063744,2025-06-06,113.28691864013672,1.7259874147792902,4.0375,879.9933567890832,111.42310660226003,104.91879018147786,Up,High Risk
IBM,International Business Machines,Technology,226.815557632,2025-06-06,267.0643310546875,0.7531998126124501,2.4952,1092.9128210733775,262.2412414550781,253.69159800211588,Up,High Risk
INTC,Intel Corporation,Technology,106.579460096,2025-06-06,20.059999465942383,0.35017356491096,70.0728,74.10120616648494,20.018571308680944,20.633333269755045,Up,High Risk
AMD,Advanced Micro Devices,Technology,263.9224832,2025-06-06,116.19000244140624,0.43218946274396997,27.0421,791.50610897138,115.16571480887276,108.37933298746744,Up,High Risk
NVDA,NVIDIA Corporation,Technology,4239.080554496,2025-06-06,141.7101593017578,1.23579806203528,153.9862,1171.589757927136,139.4974583217076,127.106507619222,Up,High Risk
QCOM,Qualcomm Incorporated,Technology,173.42767104,2025-06-06,149.24000549316406,1.13852532011815,5.7947,448.9867591847921,147.22176470075334,146.6710439046224,Up,High Risk
SONY,Sony Group Corporation,Technology,166.666354688,2025-06-06,26.65999984741211,1.25332291934014,2.9523,76.79659196572139,26.61571420942034,25.55733337402344,Up,High Risk
GOOGL,Alphabet Inc.,Communication Services,2578.2976512,2025-06-06,173.46998596191406,3.2518739869880298,35.7318,590.7521940482034,169.61609104701452,164.42261657714843,Strong Up,High Risk
AMZN,Amazon.com Inc.,Consumer Cyclical,2442.26195456,2025-06-06,213.57000732421875,2.7223334916139397,39.8325,917.9481785314597,207.3971426827567,199.76233367919923,Strong Up,High Risk
TSLA,Tesla Inc.,Consumer Cyclical,1076.855177216,2025-06-06,295.1400146484375,3.66701861389959,164.7477,3068.376844981409,329.105712890625,318.1676686604817,Strong Up,High Risk
META,Meta Platforms Inc.,Communication Services,1855.717900288,2025-06-06,697.173583984375,1.9120125551048002,11.728,4250.8932839128365,670.9937220982143,624.377587890625,Up,High Risk
LNVGY,Lenovo Group Limited,Technology,17.775878144,2025-06-09,22.968900680541992,1.28369178949294,0.0286,107.67097603250646,22.47539302280971,23.33246955871582,Up,High Risk
AAPL,Apple Inc.,Technology,3445.050310656,2025-06-09,201.2216339111328,-1.21125622530189,72.8626,567.3125418608807,201.86233520507807,204.0302942911784,Down,High Risk
MSFT,Microsoft Corporation,Technology,3766.312763392,2025-06-09,471.97412109375,0.503849886747,16.4699,2169.182627607896,464.9470912388393,445.29328002929685,Up,High Risk
HPQ,HP Inc.,Technology,26.676396032,2025-06-09,24.835975646972656,-0.23828739534608,11.8357,159.95888157493437,24.769592012677872,26.391849327087403,Down,High Risk
DELL,Dell Technologies Inc.,Technology,82.620063744,2025-06-09,113.7550048828125,0.41318648992711,5.1237,871.5774299625384,111.50704956054688,105.56050033569336,Up,High Risk
IBM,International Business Machines,Technology,226.815557632,2025-06-09,270.2527770996094,1.19388689321786,4.3315,1031.9951428603708,264.14124843052457,255.05591837565103,Up,High Risk
INTC,Intel Corporation,Technology,106.579460096,2025-06-09,20.479999542236328,2.09371927953945,92.8939,73.34598380435764,20.051428386143275,20.647666613260903,Strong Up,High Risk
AMD,Advanced Micro Devices,Technology,263.9224832,2025-06-09,121.7300033569336,4.768053015853161,55.4377,795.7849885663641,116.40857260567802,109.2153330485026,Strong Up,High Risk
NVDA,NVIDIA Corporation,Technology,4239.080554496,2025-06-09,142.62010192871094,0.6421153087659,185.1145,1163.912629050157,139.98885236467635,128.16043446858723,Up,High Risk
QCOM,Qualcomm Incorporated,Technology,173.42767104,2025-06-09,155.41000366210938,4.1342789747002,10.5894,476.3288684145559,148.3583025251116,146.92894643147787,Strong Up,High Risk
SONY,Sony Group Corporation,Technology,166.666354688,2025-06-09,26.59000015258789,-0.26256449821777,3.6112,78.20692544734075,26.61142839704241,25.61133340199789,Down,High Risk
GOOGL,Alphabet Inc.,Communication Services,2578.2976512,2025-06-09,176.08999633789062,1.51035371418764,28.9359,625.4061076216146,170.25006321498327,164.9001439412435,Up,High Risk
AMZN,Amazon.com Inc.,Consumer Cyclical,2442.26195456,2025-06-09,216.97999572753903,1.59666071376007,38.1025,946.4842147884212,209.0085710797991,200.6953333536784,Up,High Risk
TSLA,Tesla Inc.,Consumer Cyclical,1076.855177216,2025-06-09,308.5799865722656,4.55376135284042,140.9089,3009.9383752878057,321.9842834472656,318.95533447265626,Strong Up,High Risk
META,Meta Platforms Inc.,Communication Services,1855.717900288,2025-06-09,693.5263671875,-0.52314328607102,12.7732,4171.2084544483705,677.989763532366,629.2668253580729,Down,High Risk
LNVGY,Lenovo Group Limited,Technology,17.775878144,2025-06-10,22.871862411499023,-0.42247676714094,0.0387,104.82317422845901,22.56827245439802,23.36352170308431,Down,High Risk
AAPL,Apple Inc.,Technology,3445.050310656,2025-06-10,202.44024658203125,0.60560718408471,54.6726,557.9614859565795,202.12203979492188,203.790739440918,Up,High Risk
MSFT,Microsoft Corporation,Technology,3766.312763392,2025-06-10,470.1471252441406,-0.38709661567365,15.3759,1944.8276150823328,466.4531903948103,447.9714365641276,Down,High Risk
HPQ,HP Inc.,Technology,26.676396032,2025-06-10,25.270999908447266,1.7515891771605798,9.3644,159.52070045619726,24.862811497279576,26.39745190938314,Up,High Risk
DELL,Dell Technologies Inc.,Technology,82.620063744,2025-06-10,112.78895568847656,-0.84923665146086,8.6614,853.3683903706517,111.78875623430524,106.18395182291668,Down,High Risk
IBM,International Business Machines,Technology,226.815557632,2025-06-10,274.38482666015625,1.52895729875288,5.1635,1003.3887329105564,266.5790492466518,256.4346338907878,Up,High Risk
INTC,Intel Corporation,Technology,106.579460096,2025-06-10,22.07999992370605,7.812502037268169,171.457,77.79593124742209,20.412857055664062,20.69999993642171,Strong Up,High Risk
AMD,Advanced Micro Devices,Technology,263.9224832,2025-06-10,123.23999786376952,1.2404456298324,41.6919,797.5534057852346,118.19571467808316,110.11033299763996,Up,High Risk
NVDA,NVIDIA Corporation,Technology,4239.080554496,2025-06-10,143.95001220703125,0.9324844536887599,155.8819,1138.468126995867,141.2501940046038,129.33468653361004,Up,High Risk
QCOM,Qualcomm Incorporated,Technology,173.42767104,2025-06-10,159.1300048828125,2.39366909017717,9.0684,525.7801910624236,150.47216142926897,147.3419952392578,Strong Up,High Risk
SONY,Sony Group Corporation,Technology,166.666354688,2025-06-10,26.200000762939453,-1.46671450699664,3.3602,78.66531418205382,26.58571434020996,25.642000071207683,Down,High Risk
GOOGL,Alphabet Inc.,Communication Services,2578.2976512,2025-06-10,178.60000610351562,1.4254130375519198,61.7661,667.1710329967224,171.25972856794084,165.50628407796225,Up,High Risk
AMZN,Amazon.com Inc.,Consumer Cyclical,2442.26195456,2025-06-10,217.6100006103516,0.29035159702168,31.3033,962.2747461377324,210.8085719517299,201.6923334757487,Up,High Risk
TSLA,Tesla Inc.,Consumer Cyclical,1076.855177216,2025-06-10,326.0899963378906,5.6743828270030505,151.2565,2946.432404931881,319.0742841448103,320.29566752115886,Strong Up,High Risk
META,Meta Platforms Inc.,Communication Services,1855.717900288,2025-06-10,701.8599853515625,1.20162960751706,10.8501,4092.0125530291643,685.8280203683036,634.3515808105469,Up,High Risk
LNVGY,Lenovo Group Limited,Technology,17.775878144,2025-06-11,23.24060821533203,1.61222465052788,0.2066,102.00995423229395,22.68887710571289,23.40233694712321,Up,High Risk
AAPL,Apple Inc.,Technology,3445.050310656,2025-06-11,198.55465698242188,-1.91937604562978,60.9899,550.1336423804573,201.7053702218192,203.3860855102539,Down,High Risk
MSFT,Microsoft Corporation,Technology,3766.312763392,2025-06-11,471.8443298339844,0.36099435659899,16.3992,1688.8909339828408,467.9721200125558,450.6105000813802,Up,High Risk
HPQ,HP Inc.,Technology,26.676396032,2025-06-11,24.81999969482422,-1.7846551986741601,6.2403,160.7300532011389,24.89019012451172,26.38373680114746,Down,High Risk
DELL,Dell Technologies Inc.,Technology,82.620063744,2025-06-11,110.7871322631836,-1.7748399327519302,5.4365,822.0085068299662,112.23834664481026,106.76358235677084,Down,High Risk
IBM,International Business Machines,Technology,226.815557632,2025-06-11,279.62939453125,1.91139136042295,4.656,1014.6898741742951,269.0792890276228,257.8819320678711,Up,High Risk
INTC,Intel Corporation,Technology,106.579460096,2025-06-11,20.68000030517578,-6.34057800438292,146.7845,77.50049358728936,20.547142846243723,20.71133327484131,Strong Down,High Risk
AMD,Advanced Micro Devices,Technology,263.9224832,2025-06-11,121.13999938964844,-1.7039910017220599,32.2619,776.3619608721174,119.12571498325892,110.94633305867514,Down,High Risk
NVDA,NVIDIA Corporation,Technology,4239.080554496,2025-06-11,142.8300018310547,-0.7780550753727901,167.694,1096.9749113610565,142.0301273890904,130.4619389851888,Down,High Risk
QCOM,Qualcomm Incorporated,Technology,173.42767104,2025-06-11,159.47999572753906,0.21994019605813,8.8599,569.6864347713374,152.43295288085938,147.79122975667318,Up,High Risk
SONY,Sony Group Corporation,Technology,166.666354688,2025-06-11,25.90999984741211,-1.10687369115484,4.0309,78.79519144323014,26.44714300973075,25.64733339945475,Down,High Risk
GOOGL,Alphabet Inc.,Communication Services,2578.2976512,2025-06-11,177.35000610351562,-0.699887993999,31.6468,692.4095181555248,172.47749764578683,166.0857391357422,Down,High Risk
AMZN,Amazon.com Inc.,Consumer Cyclical,2442.26195456,2025-06-11,213.1999969482422,-2.02656295654621,39.326,945.2212205235192,211.7442866734096,202.55266672770185,Strong Down,High Risk
TSLA,Tesla Inc.,Consumer Cyclical,1076.855177216,2025-06-11,326.42999267578125,0.10426457165473,122.6114,2899.1961998503084,316.75142560686385,321.442333984375,Up,High Risk
META,Meta Platforms Inc.,Communication Services,1855.717900288,2025-06-11,693.6063232421875,-1.1759698916644599,9.5825,3937.733544187227,689.1454642159598,639.0046671549479,Down,High Risk
LNVGY,Lenovo Group Limited,Technology,17.775878144,2025-06-12,23.298830032348636,0.25051761329633,0.1904,100.15143580426538,22.83997917175293,23.433389155069985,Up,High Risk
AAPL,Apple Inc.,Technology,3445.050310656,2025-06-12,198.97418212890625,0.21128950227619997,43.9046,530.9806180999802,201.12460109165733,202.95252075195316,Up,High Risk
MSFT,Microsoft Corporation,Technology,3766.312763392,2025-06-12,478.0840759277344,1.32241625028013,18.9506,1386.2502644935716,470.2398202078683,453.4170298258463,Up,High Risk
HPQ,HP Inc.,Technology,26.676396032,2025-06-12,24.739999771118164,-0.32232040567967996,5.6654,162.3054571175316,24.83975655691964,26.365707206726075,Down,High Risk
DELL,Dell Technologies Inc.,Technology,82.620063744,2025-06-12,112.93834686279295,1.94175492736736,5.5977,775.8671846337668,112.45176042829242,107.48197911580404,Up,High Risk
IBM,International Business Machines,Technology,226.815557632,2025-06-12,279.1426696777344,-0.17406068998273,3.418,1019.0599419542435,271.32552664620533,259.2330810546875,Down,High Risk
INTC,Intel Corporation,Technology,106.579460096,2025-06-12,20.770000457763672,0.43520382620769,78.1759,76.63864484639389,20.61571420942034,20.733666610717773,Up,High Risk
AMD,Advanced Micro Devices,Technology,263.9224832,2025-06-12,118.5,-2.1792961886658397,44.7184,743.9935834476069,119.29571533203124,111.65133310953776,Strong Down,High Risk
NVDA,NVIDIA Corporation,Technology,4239.080554496,2025-06-12,145.0,1.51928736338746,162.365,1049.3495963117628,142.571528843471,131.66485773722331,Up,High Risk
QCOM,Qualcomm Incorporated,Technology,173.42767104,2025-06-12,158.6999969482422,-0.48908878868384,5.6894,603.438663720946,153.95428684779577,148.1621119181315,Down,High Risk
SONY,Sony Group Corporation,Technology,166.666354688,2025-06-12,26.399999618530277,1.8911608413888201,3.2343,79.7452360425651,26.39428574698312,25.660666720072427,Up,High Risk
GOOGL,Alphabet Inc.,Communication Services,2578.2976512,2025-06-12,175.6999969482422,-0.9303688178676199,20.9419,699.045902093399,173.86620221819197,166.6554728190104,Down,High Risk
AMZN,Amazon.com Inc.,Consumer Cyclical,2442.26195456,2025-06-12,213.2400054931641,0.01876573428449,27.64,899.947175658881,212.8200007847377,203.51333363850912,Up,High Risk
TSLA,Tesla Inc.,Consumer Cyclical,1076.855177216,2025-06-12,319.1099853515625,-2.24244324616615,105.1275,2803.465238219558,313.15713936941967,322.6740000406901,Strong Down,High Risk
META,Meta Platforms Inc.,Communication Services,1855.717900288,2025-06-12,692.826904296875,-0.11237194921596999,7.3227,3666.855210351504,692.9296962193081,643.8129679361979,Down,High Risk
LNVGY,Lenovo Group Limited,Technology,17.775878144,2025-06-13,22.522523880004883,-3.3319533696151504,0.0435,99.51070180973687,22.876021521432055,23.439534823099773,Strong Down,High Risk
AAPL,Apple Inc.,Technology,3445.050310656,2025-06-13,196.227294921875,-1.38052443670891,51.4473,510.8295816275156,200.21563066755024,202.4001261393229,Down,High Risk
MSFT,Microsoft Corporation,Technology,3766.312763392,2025-06-13,474.1804809570313,-0.81650805104271,16.8145,1319.608641603962,471.8215070452009,455.0922607421875,Down,High Risk
HPQ,HP Inc.,Technology,26.676396032,2025-06-13,23.84000015258789,-3.63783195980844,7.0847,167.25603240271985,24.688999720982142,26.32360979715983,Strong Down,High Risk
DELL,Dell Technologies Inc.,Technology,82.620063744,2025-06-13,109.11397552490234,-3.38624696050916,5.1375,715.6169365820207,112.00501578194756,108.0665896097819,Strong Down,High Risk
IBM,International Business Machines,Technology,226.815557632,2025-06-13,275.3582763671875,-1.35572011076482,3.2438,965.506202501544,272.9857308523996,260.5291275024414,Down,High Risk
INTC,Intel Corporation,Technology,106.579460096,2025-06-13,20.13999938964844,-3.03322606755044,87.6559,76.15019381151092,20.59999983651297,20.738999938964845,Strong Down,High Risk
AMD,Advanced Micro Devices,Technology,263.9224832,2025-06-13,116.16000366210938,-1.97468045391614,39.7027,691.7810262895885,118.9500013078962,112.30166651407878,Down,High Risk
NVDA,NVIDIA Corporation,Technology,4239.080554496,2025-06-13,141.97000122070312,-2.0896543305495703,180.8206,994.1619195841138,142.58008030482702,132.6771161397298,Strong Down,High Risk
QCOM,Qualcomm Incorporated,Technology,173.42767104,2025-06-13,154.72000122070312,-2.50787385259817,8.4464,555.8231249269606,154.8914293561663,148.8393569946289,Strong Down,High Risk
SONY,Sony Group Corporation,Technology,166.666354688,2025-06-13,25.93000030517578,-1.78030045509772,5.1473,79.55810798005463,26.28857149396624,25.68233337402344,Down,High Risk
GOOGL,Alphabet Inc.,Communication Services,2578.2976512,2025-06-13,174.6699981689453,-0.58622583789815,27.6631,705.7448531833096,174.84094456263952,167.1076405843099,Down,High Risk
AMZN,Amazon.com Inc.,Consumer Cyclical,2442.26195456,2025-06-13,212.1000061035156,-0.5346085913906901,29.3378,876.7540570209352,213.5157165527344,204.2433339436849,Down,High Risk
TSLA,Tesla Inc.,Consumer Cyclical,1076.855177216,2025-06-13,325.3099975585937,1.9429076154419502,128.9643,2688.123729273345,312.1942836216518,324.16700032552086,Up,High Risk
META,Meta Platforms Inc.,Communication Services,1855.717900288,2025-06-13,682.344970703125,-1.51292242387551,9.2744,3468.0748954533287,692.2045375279018,647.4987976074219,Down,High Risk
LNVGY,Lenovo Group Limited,Technology,17.775878144,2025-06-16,22.84275245666504,1.42181479467515,0.2809,99.8699363542132,22.917609351021905,23.4324187596639,Up,High Risk
AAPL,Apple Inc.,Technology,3445.050310656,2025-06-16,198.195068359375,1.00280312088256,43.0207,514.2647261155436,199.9002729143415,202.178342183431,Up,High Risk
MSFT,Microsoft Corporation,Technology,3766.312763392,2025-06-16,478.3536376953125,0.8800777142615899,15.6261,1322.2405027889808,473.45596749441967,456.5784057617187,Up,High Risk
HPQ,HP Inc.,Technology,26.676396032,2025-06-16,24.520000457763672,2.85235025513188,8.0301,170.08244949413375,24.703181947980607,26.28572343190511,Strong Up,High Risk
DELL,Dell Technologies Inc.,Technology,82.620063744,2025-06-16,113.2769546508789,3.81525749194837,5.2923,671.5882483443609,112.27818407331196,108.70232416788735,Strong Up,High Risk
IBM,International Business Machines,Technology,226.815557632,2025-06-16,279.9372863769531,1.66292804784249,3.6853,964.91928597654,275.1099373953683,261.78408203125,Up,High Risk
INTC,Intel Corporation,Technology,106.579460096,2025-06-16,20.739999771118164,2.97914796252731,86.7451,76.11704026289515,20.707142693655832,20.742999903361003,Strong Up,High Risk
AMD,Advanced Micro Devices,Technology,263.9224832,2025-06-16,126.38999938964844,8.80681422608806,100.9685,689.4874349421461,120.47857230050224,113.22133305867511,Strong Up,High Risk
NVDA,NVIDIA Corporation,Technology,4239.080554496,2025-06-16,144.69000244140625,1.9158985682296898,183.1337,955.8267006959504,143.25289699009485,133.68371454874674,Up,High Risk
QCOM,Qualcomm Incorporated,Technology,173.42767104,2025-06-16,156.8699951171875,1.3896030762160199,8.6863,542.1664686964536,156.22142900739397,149.43585103352865,Up,High Risk
SONY,Sony Group Corporation,Technology,166.666354688,2025-06-16,26.09000015258789,0.61704529706532,3.9652,79.60750349914834,26.25428581237793,25.707666714986164,Up,High Risk
GOOGL,Alphabet Inc.,Communication Services,2578.2976512,2025-06-16,176.77000427246094,1.20227063922244,27.3892,724.3234772546269,176.09285627092635,167.5389185587565,Up,High Risk
AMZN,Amazon.com Inc.,Consumer Cyclical,2442.26195456,2025-06-16,216.1000061035156,1.88590282173202,33.2842,859.7552354362074,214.6857169015067,205.11400095621744,Up,High Risk
TSLA,Tesla Inc.,Consumer Cyclical,1076.855177216,2025-06-16,329.1300048828125,1.17426680793315,83.9259,2596.792536956882,318.5414254324777,325.5643341064453,Up,High Risk
META,Meta Platforms Inc.,Communication Services,1855.717900288,2025-06-16,702.1199951171875,2.89809777504261,13.7203,3468.939643860905,694.7797328404018,651.0174296061198,Strong Up,High Risk
LNVGY,Lenovo Group Limited,Technology,17.775878144,2025-06-17,22.58074951171875,-1.14698500298217,0.0274,101.0508460746259,22.90374674115862,23.40880622863769,Down,High Risk
AAPL,Apple Inc.,Technology,3445.050310656,2025-06-17,195.418212890625,-1.40107192965815,38.8562,524.6072291314894,198.71875653948103,202.07880401611328,Down,High Risk
MSFT,Microsoft Corporation,Technology,3766.312763392,2025-06-17,477.2554321289063,-0.22958026862664999,15.4141,1307.352395099578,474.54845755440846,457.9983805338542,Down,High Risk
HPQ,HP Inc.,Technology,26.676396032,2025-06-17,24.290000915527344,-0.9380079035174099,5.7967,173.55903353950467,24.61671093532017,26.241818237304688,Down,High Risk
DELL,Dell Technologies Inc.,Technology,82.620063744,2025-06-17,115.45804595947266,1.9254501635534702,5.9682,621.837447092574,112.58834511893136,109.4183972676595,Up,High Risk
IBM,International Business Machines,Technology,226.815557632,2025-06-17,281.14910888671875,0.432890711148,3.0696,979.157765168685,277.1220485142299,262.96003774007164,Up,High Risk
INTC,Intel Corporation,Technology,106.579460096,2025-06-17,20.799999237060547,0.28929347446733,87.5122,75.59462723021097,20.812856946672717,20.760666529337566,Up,High Risk
AMD,Advanced Micro Devices,Technology,263.9224832,2025-06-17,127.0999984741211,0.5617525816135,86.6239,691.8939912289442,122.03714316231864,114.10499979654948,Up,High Risk
NVDA,NVIDIA Corporation,Technology,4239.080554496,2025-06-17,144.1199951171875,-0.39395073232484,139.108,896.9045103953171,143.59715924944197,134.69397786458333,Down,High Risk
QCOM,Qualcomm Incorporated,Technology,173.42767104,2025-06-17,154.4600067138672,-1.53629660122062,7.1469,509.24174381957465,156.96714346749442,149.96427154541016,Down,High Risk
SONY,Sony Group Corporation,Technology,166.666354688,2025-06-17,25.65999984741211,-1.64814221027564,4.488,79.12453766603569,26.111428669520787,25.721666717529292,Down,High Risk
GOOGL,Alphabet Inc.,Communication Services,2578.2976512,2025-06-17,175.9499969482422,-0.46388374973100005,24.973,736.9605249209766,176.4471435546875,167.9368698120117,Down,High Risk
