symbol,company,sector,date,daily_return_pct,volatility_pct,volume_millions,market_cap_billions,portfolio_weight_pct,risk_level
GOOGL,Alphabet Inc.,Communication Services,2025-06-18,-1.4947369534749602,737.28771911742,28.7075,2578.2976512,0.2031723848216841,Very High Risk
AMZN,Amazon.com Inc.,Consumer Cyclical,2025-06-18,-1.07066519567077,702.6936924484494,44.3605,2442.26195456,0.19245263844392813,Very High Risk
TSLA,Tesla Inc.,Consumer Cyclical,2025-06-18,1.80179597897272,2262.9308536009153,95.1377,1076.855177216,0.08485724460894703,Very High Risk
META,Meta Platforms Inc.,Communication Services,2025-06-18,-0.20939445783992,3256.8607546881112,10.0683,1855.717900288,0.14623239143173491,Very High Risk
LNVGY,Lenovo Group Limited,Technology,2025-06-20,-0.73593085012014,104.1160738939349,0.0247,17.775878144,0.001400756640000515,Very High Risk
AAPL,Apple Inc.,Technology,2025-06-20,2.24845051413291,517.2771042872753,96.8135,3445.050310656,0.27147334487191394,Very High Risk
MSFT,Microsoft Corporation,Technology,2025-06-20,-0.59136853236814,1190.3061091870463,37.5762,3766.312763392,0.29678914138038054,Very High Risk
HPQ,HP Inc.,Technology,2025-06-20,-0.28949418503205,180.65406248547228,19.5073,26.676396032,0.0021021261830443043,Very High Risk
DELL,Dell Technologies Inc.,Technology,2025-06-20,2.41078291261804,504.1624430685564,9.5684,82.620063744,0.006510542092444365,Very High Risk
IBM,International Business Machines,Technology,2025-06-20,-0.79092834790389,978.3974535670019,7.677,226.815557632,0.017873288499993638,Very High Risk
INTC,Intel Corporation,Technology,2025-06-20,-1.9078634331264,74.6256918456242,133.4728,106.579460096,0.008398566034698731,Very High Risk
AMD,Advanced Micro Devices,Technology,2025-06-20,1.1436269162919,647.4239575146132,79.931,263.9224832,0.02079735064523991,Very High Risk
NVDA,NVIDIA Corporation,Technology,2025-06-20,-1.12042182560697,756.3377693215571,242.9562,4239.080554496,0.33404370721407084,Very High Risk
QCOM,Qualcomm Incorporated,Technology,2025-06-20,-1.50361093873283,450.7232956513734,15.5019,173.42767104,0.013666270650662771,Very High Risk
SONY,Sony Group Corporation,Technology,2025-06-20,-4.36630292662315,79.62482727879095,8.3337,166.666354688,0.013133472287707922,Very High Risk
GOOGL,Alphabet Inc.,Communication Services,2025-06-20,-3.8541470414748202,664.1916835965725,75.6599,2578.2976512,0.2031723848216841,Very High Risk
AMZN,Amazon.com Inc.,Consumer Cyclical,2025-06-20,-1.3316402099383,613.3112022653935,75.3507,2442.26195456,0.19245263844392813,Very High Risk
TSLA,Tesla Inc.,Consumer Cyclical,2025-06-20,0.03416111576173,2042.927348382488,108.688,1076.855177216,0.08485724460894703,Very High Risk
META,Meta Platforms Inc.,Communication Services,2025-06-20,-1.92880457171088,3069.247955008161,22.5386,1855.717900288,0.14623239143173491,Very High Risk
LNVGY,Lenovo Group Limited,Technology,2025-06-23,1.04666291440014,104.79143403184814,0.0373,17.775878144,0.001400756640000515,Very High Risk
AAPL,Apple Inc.,Technology,2025-06-23,0.24875733433613,508.32792985989215,55.8143,3445.050310656,0.27147334487191394,Very High Risk
MSFT,Microsoft Corporation,Technology,2025-06-23,1.8014224694961198,1176.6924878190537,24.864,3766.312763392,0.29678914138038054,Very High Risk
